,rating,rating_description,no_contract,token,pos,pos_token,wordnet_pos,lemmatized
405,4.0,"It is a very good place to work with, never makes you feel like you are away from home. They make sure you have everything sufficient to have when you are on your breaks (spacious breakout area, coffee, soft drinks, snacks, etc.,) And the best part comes is the food, it gives you mouth watering dishes everyday. Google makes sure you enjoy your work space and not a 9-6 job.","good place work with, never makes feel like away home. make sure everything sufficient breaks (spacious breakout area, coffee, soft drinks, snacks, etc.,) best part comes food, gives mouth watering dishes everyday. google makes sure enjoy work space 9-6 job.","[['good', 'place', 'work', 'with', 'never', 'makes', 'feel', 'like', 'away', 'home', 'make', 'sure', 'everything', 'sufficient', 'breaks', 'spacious', 'breakout', 'area', 'coffee', 'soft', 'drinks', 'snacks', 'etc', 'best', 'part', 'comes', 'food', 'gives', 'mouth', 'watering', 'dishes', 'everyday', 'google', 'makes', 'sure', 'enjoy', 'work', 'space', '9', '6', 'job']]","[[('good', 'JJ'), ('place', 'NN'), ('work', 'NN'), ('with', 'IN'), ('never', 'RB'), ('makes', 'VBZ'), ('feel', 'NN'), ('like', 'IN'), ('away', 'RB'), ('home', 'NN'), ('make', 'VBP'), ('sure', 'JJ'), ('everything', 'NN'), ('sufficient', 'JJ'), ('breaks', 'NNS'), ('spacious', 'JJ'), ('breakout', 'IN'), ('area', 'NN'), ('coffee', 'NN'), ('soft', 'JJ'), ('drinks', 'NNS'), ('snacks', 'NNS'), ('etc', 'VBP'), ('best', 'JJS'), ('part', 'NN'), ('comes', 'VBZ'), ('food', 'NN'), ('gives', 'VBZ'), ('mouth', 'RBS'), ('watering', 'JJ'), ('dishes', 'NNS'), ('everyday', 'JJ'), ('google', 'NN'), ('makes', 'VBZ'), ('sure', 'JJ'), ('enjoy', 'JJ'), ('work', 'NN'), ('space', 'NN'), ('9', 'CD'), ('6', 'CD'), ('job', 'NN')]]","[('good', 'JJ'), ('place', 'NN'), ('work', 'NN'), ('with', 'IN'), ('never', 'RB'), ('makes', 'VBZ'), ('feel', 'NN'), ('like', 'IN'), ('away', 'RB'), ('home', 'NN'), ('make', 'VBP'), ('sure', 'JJ'), ('everything', 'NN'), ('sufficient', 'JJ'), ('breaks', 'NNS'), ('spacious', 'JJ'), ('breakout', 'IN'), ('area', 'NN'), ('coffee', 'NN'), ('soft', 'JJ'), ('drinks', 'NNS'), ('snacks', 'NNS'), ('etc', 'VBP'), ('best', 'JJS'), ('part', 'NN'), ('comes', 'VBZ'), ('food', 'NN'), ('gives', 'VBZ'), ('mouth', 'RBS'), ('watering', 'JJ'), ('dishes', 'NNS'), ('everyday', 'JJ'), ('google', 'NN'), ('makes', 'VBZ'), ('sure', 'JJ'), ('enjoy', 'JJ'), ('work', 'NN'), ('space', 'NN'), ('9', 'CD'), ('6', 'CD'), ('job', 'NN')]","[('good', 'a'), ('place', 'n'), ('work', 'n'), ('with', 'n'), ('never', 'r'), ('makes', 'v'), ('feel', 'n'), ('like', 'n'), ('away', 'r'), ('home', 'n'), ('make', 'v'), ('sure', 'a'), ('everything', 'n'), ('sufficient', 'a'), ('breaks', 'n'), ('spacious', 'a'), ('breakout', 'n'), ('area', 'n'), ('coffee', 'n'), ('soft', 'a'), ('drinks', 'n'), ('snacks', 'n'), ('etc', 'v'), ('best', 'a'), ('part', 'n'), ('comes', 'v'), ('food', 'n'), ('gives', 'v'), ('mouth', 'r'), ('watering', 'a'), ('dishes', 'n'), ('everyday', 'a'), ('google', 'n'), ('makes', 'v'), ('sure', 'a'), ('enjoy', 'a'), ('work', 'n'), ('space', 'n'), ('9', 'n'), ('6', 'n'), ('job', 'n')]","['good', 'place', 'work', 'with', 'never', 'make', 'feel', 'like', 'away', 'home', 'make', 'sure', 'everything', 'sufficient', 'break', 'spacious', 'breakout', 'area', 'coffee', 'soft', 'drink', 'snack', 'etc', 'best', 'part', 'come', 'food', 'give', 'mouth', 'watering', 'dish', 'everyday', 'google', 'make', 'sure', 'enjoy', 'work', 'space', '9', '6', 'job']"
406,5.0,Great place to learn and grown in the world of technology.  Google is probably the most well-known name in technology these days.  To have them on my resume is a plus.,great place learn grown world technology. google probably well-known name technology days. resume plus.,"[['great', 'place', 'learn', 'grown', 'world', 'technology', 'google', 'probably', 'well', 'known', 'name', 'technology', 'days', 'resume', 'plus']]","[[('great', 'JJ'), ('place', 'NN'), ('learn', 'VBP'), ('grown', 'VBN'), ('world', 'NN'), ('technology', 'NN'), ('google', 'NN'), ('probably', 'RB'), ('well', 'RB'), ('known', 'VBN'), ('name', 'NN'), ('technology', 'NN'), ('days', 'NNS'), ('resume', 'VBP'), ('plus', 'CC')]]","[('great', 'JJ'), ('place', 'NN'), ('learn', 'VBP'), ('grown', 'VBN'), ('world', 'NN'), ('technology', 'NN'), ('google', 'NN'), ('probably', 'RB'), ('well', 'RB'), ('known', 'VBN'), ('name', 'NN'), ('technology', 'NN'), ('days', 'NNS'), ('resume', 'VBP'), ('plus', 'CC')]","[('great', 'a'), ('place', 'n'), ('learn', 'v'), ('grown', 'v'), ('world', 'n'), ('technology', 'n'), ('google', 'n'), ('probably', 'r'), ('well', 'r'), ('known', 'v'), ('name', 'n'), ('technology', 'n'), ('days', 'n'), ('resume', 'v'), ('plus', 'n')]","['great', 'place', 'learn', 'grow', 'world', 'technology', 'google', 'probably', 'well', 'know', 'name', 'technology', 'day', 'resume', 'plus']"
407,5.0,I learned that when a employee is appreciated the production goes up in any situation. Support the education of employees to support growth and promote within the company but become a better employee than when you started.,learned employee appreciated production goes situation. support education employees support growth promote within company become better employee started.,"[['learned', 'employee', 'appreciated', 'production', 'goes', 'situation', 'support', 'education', 'employees', 'support', 'growth', 'promote', 'within', 'company', 'become', 'better', 'employee', 'started']]","[[('learned', 'VBN'), ('employee', 'NN'), ('appreciated', 'VBN'), ('production', 'NN'), ('goes', 'VBZ'), ('situation', 'NN'), ('support', 'NN'), ('education', 'NN'), ('employees', 'NNS'), ('support', 'VB'), ('growth', 'NN'), ('promote', 'IN'), ('within', 'IN'), ('company', 'NN'), ('become', 'VBP'), ('better', 'JJR'), ('employee', 'NN'), ('started', 'VBD')]]","[('learned', 'VBN'), ('employee', 'NN'), ('appreciated', 'VBN'), ('production', 'NN'), ('goes', 'VBZ'), ('situation', 'NN'), ('support', 'NN'), ('education', 'NN'), ('employees', 'NNS'), ('support', 'VB'), ('growth', 'NN'), ('promote', 'IN'), ('within', 'IN'), ('company', 'NN'), ('become', 'VBP'), ('better', 'JJR'), ('employee', 'NN'), ('started', 'VBD')]","[('learned', 'v'), ('employee', 'n'), ('appreciated', 'v'), ('production', 'n'), ('goes', 'v'), ('situation', 'n'), ('support', 'n'), ('education', 'n'), ('employees', 'n'), ('support', 'v'), ('growth', 'n'), ('promote', 'n'), ('within', 'n'), ('company', 'n'), ('become', 'v'), ('better', 'a'), ('employee', 'n'), ('started', 'v')]","['learn', 'employee', 'appreciate', 'production', 'go', 'situation', 'support', 'education', 'employee', 'support', 'growth', 'promote', 'within', 'company', 'become', 'good', 'employee', 'start']"
408,5.0,My overall experience at google was amazing. I would go back anytime! A company that cares . Happy workers and productive workers.life changing experience. Best job by far!,overall experience google amazing. would go back anytime! company cares . happy workers productive workers.life changing experience. best job far!,"[['overall', 'experience', 'google', 'amazing', 'would', 'go', 'back', 'anytime', 'company', 'cares', 'happy', 'workers', 'productive', 'workers', 'life', 'changing', 'experience', 'best', 'job', 'far']]","[[('overall', 'JJ'), ('experience', 'NN'), ('google', 'NN'), ('amazing', 'NN'), ('would', 'MD'), ('go', 'VB'), ('back', 'RB'), ('anytime', 'RB'), ('company', 'NN'), ('cares', 'VBZ'), ('happy', 'JJ'), ('workers', 'NNS'), ('productive', 'JJ'), ('workers', 'NNS'), ('life', 'NN'), ('changing', 'VBG'), ('experience', 'NN'), ('best', 'JJS'), ('job', 'NN'), ('far', 'RB')]]","[('overall', 'JJ'), ('experience', 'NN'), ('google', 'NN'), ('amazing', 'NN'), ('would', 'MD'), ('go', 'VB'), ('back', 'RB'), ('anytime', 'RB'), ('company', 'NN'), ('cares', 'VBZ'), ('happy', 'JJ'), ('workers', 'NNS'), ('productive', 'JJ'), ('workers', 'NNS'), ('life', 'NN'), ('changing', 'VBG'), ('experience', 'NN'), ('best', 'JJS'), ('job', 'NN'), ('far', 'RB')]","[('overall', 'a'), ('experience', 'n'), ('google', 'n'), ('amazing', 'n'), ('would', 'n'), ('go', 'v'), ('back', 'r'), ('anytime', 'r'), ('company', 'n'), ('cares', 'v'), ('happy', 'a'), ('workers', 'n'), ('productive', 'a'), ('workers', 'n'), ('life', 'n'), ('changing', 'v'), ('experience', 'n'), ('best', 'a'), ('job', 'n'), ('far', 'r')]","['overall', 'experience', 'google', 'amazing', 'would', 'go', 'back', 'anytime', 'company', 'care', 'happy', 'worker', 'productive', 'worker', 'life', 'change', 'experience', 'best', 'job', 'far']"
409,4.0,"You get into a right group, it's the best job in the world. But Google is also huge burocracy by now, so some projects are not very exciting and political.","get right group, it is best job world. google also huge burocracy now, projects exciting political.","[['get', 'right', 'group', 'it', 'is', 'best', 'job', 'world', 'google', 'also', 'huge', 'burocracy', 'now', 'projects', 'exciting', 'political']]","[[('get', 'VB'), ('right', 'JJ'), ('group', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('best', 'RBS'), ('job', 'NN'), ('world', 'NN'), ('google', 'NN'), ('also', 'RB'), ('huge', 'JJ'), ('burocracy', 'NN'), ('now', 'RB'), ('projects', 'NNS'), ('exciting', 'VBG'), ('political', 'JJ')]]","[('get', 'VB'), ('right', 'JJ'), ('group', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('best', 'RBS'), ('job', 'NN'), ('world', 'NN'), ('google', 'NN'), ('also', 'RB'), ('huge', 'JJ'), ('burocracy', 'NN'), ('now', 'RB'), ('projects', 'NNS'), ('exciting', 'VBG'), ('political', 'JJ')]","[('get', 'v'), ('right', 'a'), ('group', 'n'), ('it', 'n'), ('is', 'v'), ('best', 'r'), ('job', 'n'), ('world', 'n'), ('google', 'n'), ('also', 'r'), ('huge', 'a'), ('burocracy', 'n'), ('now', 'r'), ('projects', 'n'), ('exciting', 'v'), ('political', 'a')]","['get', 'right', 'group', 'it', 'be', 'best', 'job', 'world', 'google', 'also', 'huge', 'burocracy', 'now', 'project', 'excite', 'political']"
410,5.0,"Tons of engagement to keep you motivated. Open door policy. Attendance is strict, but they make changes on a case by case bases. Advancement and project opportunities.","tons engagement keep motivated. open door policy. attendance strict, make changes case case bases. advancement project opportunities.","[['tons', 'engagement', 'keep', 'motivated', 'open', 'door', 'policy', 'attendance', 'strict', 'make', 'changes', 'case', 'case', 'bases', 'advancement', 'project', 'opportunities']]","[[('tons', 'NNS'), ('engagement', 'JJ'), ('keep', 'RB'), ('motivated', 'VBD'), ('open', 'JJ'), ('door', 'NN'), ('policy', 'NN'), ('attendance', 'NN'), ('strict', 'JJ'), ('make', 'NN'), ('changes', 'NNS'), ('case', 'NN'), ('case', 'NN'), ('bases', 'VBZ'), ('advancement', 'JJ'), ('project', 'NN'), ('opportunities', 'NNS')]]","[('tons', 'NNS'), ('engagement', 'JJ'), ('keep', 'RB'), ('motivated', 'VBD'), ('open', 'JJ'), ('door', 'NN'), ('policy', 'NN'), ('attendance', 'NN'), ('strict', 'JJ'), ('make', 'NN'), ('changes', 'NNS'), ('case', 'NN'), ('case', 'NN'), ('bases', 'VBZ'), ('advancement', 'JJ'), ('project', 'NN'), ('opportunities', 'NNS')]","[('tons', 'n'), ('engagement', 'a'), ('keep', 'r'), ('motivated', 'v'), ('open', 'a'), ('door', 'n'), ('policy', 'n'), ('attendance', 'n'), ('strict', 'a'), ('make', 'n'), ('changes', 'n'), ('case', 'n'), ('case', 'n'), ('bases', 'v'), ('advancement', 'a'), ('project', 'n'), ('opportunities', 'n')]","['ton', 'engagement', 'keep', 'motivate', 'open', 'door', 'policy', 'attendance', 'strict', 'make', 'change', 'case', 'case', 'base', 'advancement', 'project', 'opportunity']"
411,3.0,It's best for earning money but not for knowledge its Google Channel partners company .they give leads we going  and closed the deals .and confirm  the deals,it is best earning money knowledge google channel partners company .they give leads going closed deals .and confirm deals,"[['it', 'is', 'best', 'earning', 'money', 'knowledge', 'google', 'channel', 'partners', 'company', 'they', 'give', 'leads', 'going', 'closed', 'deals', 'and', 'confirm', 'deals']]","[[('it', 'PRP'), ('is', 'VBZ'), ('best', 'RBS'), ('earning', 'VBG'), ('money', 'NN'), ('knowledge', 'NN'), ('google', 'VBP'), ('channel', 'NN'), ('partners', 'NNS'), ('company', 'NN'), ('they', 'PRP'), ('give', 'VBP'), ('leads', 'NNS'), ('going', 'VBG'), ('closed', 'JJ'), ('deals', 'NNS'), ('and', 'CC'), ('confirm', 'JJ'), ('deals', 'NNS')]]","[('it', 'PRP'), ('is', 'VBZ'), ('best', 'RBS'), ('earning', 'VBG'), ('money', 'NN'), ('knowledge', 'NN'), ('google', 'VBP'), ('channel', 'NN'), ('partners', 'NNS'), ('company', 'NN'), ('they', 'PRP'), ('give', 'VBP'), ('leads', 'NNS'), ('going', 'VBG'), ('closed', 'JJ'), ('deals', 'NNS'), ('and', 'CC'), ('confirm', 'JJ'), ('deals', 'NNS')]","[('it', 'n'), ('is', 'v'), ('best', 'r'), ('earning', 'v'), ('money', 'n'), ('knowledge', 'n'), ('google', 'v'), ('channel', 'n'), ('partners', 'n'), ('company', 'n'), ('they', 'n'), ('give', 'v'), ('leads', 'n'), ('going', 'v'), ('closed', 'a'), ('deals', 'n'), ('and', 'n'), ('confirm', 'a'), ('deals', 'n')]","['it', 'be', 'best', 'earn', 'money', 'knowledge', 'google', 'channel', 'partner', 'company', 'they', 'give', 'lead', 'go', 'closed', 'deal', 'and', 'confirm', 'deal']"
412,4.0,"Its good experience, I came to know how the job culture . Good culture and facilities,good transport facility from google. I got good experience through working in this company. I like to the google company. Its good if I found job in same company with good salary.","good experience, came know job culture . good culture facilities,good transport facility google. got good experience working company. like google company. good found job company good salary.","[['good', 'experience', 'came', 'know', 'job', 'culture', 'good', 'culture', 'facilities', 'good', 'transport', 'facility', 'google', 'got', 'good', 'experience', 'working', 'company', 'like', 'google', 'company', 'good', 'found', 'job', 'company', 'good', 'salary']]","[[('good', 'JJ'), ('experience', 'NN'), ('came', 'VBD'), ('know', 'JJ'), ('job', 'NN'), ('culture', 'NN'), ('good', 'JJ'), ('culture', 'NN'), ('facilities', 'NNS'), ('good', 'JJ'), ('transport', 'NN'), ('facility', 'NN'), ('google', 'NN'), ('got', 'VBD'), ('good', 'JJ'), ('experience', 'NN'), ('working', 'VBG'), ('company', 'NN'), ('like', 'IN'), ('google', 'NN'), ('company', 'NN'), ('good', 'JJ'), ('found', 'VBD'), ('job', 'NN'), ('company', 'NN'), ('good', 'JJ'), ('salary', 'NN')]]","[('good', 'JJ'), ('experience', 'NN'), ('came', 'VBD'), ('know', 'JJ'), ('job', 'NN'), ('culture', 'NN'), ('good', 'JJ'), ('culture', 'NN'), ('facilities', 'NNS'), ('good', 'JJ'), ('transport', 'NN'), ('facility', 'NN'), ('google', 'NN'), ('got', 'VBD'), ('good', 'JJ'), ('experience', 'NN'), ('working', 'VBG'), ('company', 'NN'), ('like', 'IN'), ('google', 'NN'), ('company', 'NN'), ('good', 'JJ'), ('found', 'VBD'), ('job', 'NN'), ('company', 'NN'), ('good', 'JJ'), ('salary', 'NN')]","[('good', 'a'), ('experience', 'n'), ('came', 'v'), ('know', 'a'), ('job', 'n'), ('culture', 'n'), ('good', 'a'), ('culture', 'n'), ('facilities', 'n'), ('good', 'a'), ('transport', 'n'), ('facility', 'n'), ('google', 'n'), ('got', 'v'), ('good', 'a'), ('experience', 'n'), ('working', 'v'), ('company', 'n'), ('like', 'n'), ('google', 'n'), ('company', 'n'), ('good', 'a'), ('found', 'v'), ('job', 'n'), ('company', 'n'), ('good', 'a'), ('salary', 'n')]","['good', 'experience', 'come', 'know', 'job', 'culture', 'good', 'culture', 'facility', 'good', 'transport', 'facility', 'google', 'get', 'good', 'experience', 'work', 'company', 'like', 'google', 'company', 'good', 'find', 'job', 'company', 'good', 'salary']"
413,2.0,Reputation driven workplace culture and poor management styles bring a seemingly very great place to work to a place of disappointment in possible growth.,reputation driven workplace culture poor management styles bring seemingly great place work place disappointment possible growth.,"[['reputation', 'driven', 'workplace', 'culture', 'poor', 'management', 'styles', 'bring', 'seemingly', 'great', 'place', 'work', 'place', 'disappointment', 'possible', 'growth']]","[[('reputation', 'NN'), ('driven', 'RB'), ('workplace', 'JJ'), ('culture', 'NN'), ('poor', 'JJ'), ('management', 'NN'), ('styles', 'NNS'), ('bring', 'VBP'), ('seemingly', 'RB'), ('great', 'JJ'), ('place', 'NN'), ('work', 'NN'), ('place', 'NN'), ('disappointment', 'NN'), ('possible', 'JJ'), ('growth', 'NN')]]","[('reputation', 'NN'), ('driven', 'RB'), ('workplace', 'JJ'), ('culture', 'NN'), ('poor', 'JJ'), ('management', 'NN'), ('styles', 'NNS'), ('bring', 'VBP'), ('seemingly', 'RB'), ('great', 'JJ'), ('place', 'NN'), ('work', 'NN'), ('place', 'NN'), ('disappointment', 'NN'), ('possible', 'JJ'), ('growth', 'NN')]","[('reputation', 'n'), ('driven', 'r'), ('workplace', 'a'), ('culture', 'n'), ('poor', 'a'), ('management', 'n'), ('styles', 'n'), ('bring', 'v'), ('seemingly', 'r'), ('great', 'a'), ('place', 'n'), ('work', 'n'), ('place', 'n'), ('disappointment', 'n'), ('possible', 'a'), ('growth', 'n')]","['reputation', 'driven', 'workplace', 'culture', 'poor', 'management', 'style', 'bring', 'seemingly', 'great', 'place', 'work', 'place', 'disappointment', 'possible', 'growth']"
414,5.0,"Google does do some really great and inspiring work. It's easy to feel small in a big pond but keep working hard and if you choose to work there, remember you got the job for a reason.","google really great inspiring work. it is easy feel small big pond keep working hard choose work there, remember got job reason.","[['google', 'really', 'great', 'inspiring', 'work', 'it', 'is', 'easy', 'feel', 'small', 'big', 'pond', 'keep', 'working', 'hard', 'choose', 'work', 'there', 'remember', 'got', 'job', 'reason']]","[[('google', 'NN'), ('really', 'RB'), ('great', 'JJ'), ('inspiring', 'VBG'), ('work', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('easy', 'JJ'), ('feel', 'VB'), ('small', 'JJ'), ('big', 'JJ'), ('pond', 'NN'), ('keep', 'VB'), ('working', 'VBG'), ('hard', 'JJ'), ('choose', 'JJ'), ('work', 'NN'), ('there', 'EX'), ('remember', 'VB'), ('got', 'VBD'), ('job', 'NN'), ('reason', 'NN')]]","[('google', 'NN'), ('really', 'RB'), ('great', 'JJ'), ('inspiring', 'VBG'), ('work', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('easy', 'JJ'), ('feel', 'VB'), ('small', 'JJ'), ('big', 'JJ'), ('pond', 'NN'), ('keep', 'VB'), ('working', 'VBG'), ('hard', 'JJ'), ('choose', 'JJ'), ('work', 'NN'), ('there', 'EX'), ('remember', 'VB'), ('got', 'VBD'), ('job', 'NN'), ('reason', 'NN')]","[('google', 'n'), ('really', 'r'), ('great', 'a'), ('inspiring', 'v'), ('work', 'n'), ('it', 'n'), ('is', 'v'), ('easy', 'a'), ('feel', 'v'), ('small', 'a'), ('big', 'a'), ('pond', 'n'), ('keep', 'v'), ('working', 'v'), ('hard', 'a'), ('choose', 'a'), ('work', 'n'), ('there', 'n'), ('remember', 'v'), ('got', 'v'), ('job', 'n'), ('reason', 'n')]","['google', 'really', 'great', 'inspire', 'work', 'it', 'be', 'easy', 'feel', 'small', 'big', 'pond', 'keep', 'work', 'hard', 'choose', 'work', 'there', 'remember', 'get', 'job', 'reason']"
415,4.0,"Fun place to work and good benefits. People are motivated. intelligent and often help when needed. A typical job at work involves simulation, meetings and lab work.","fun place work good benefits. people motivated. intelligent often help needed. typical job work involves simulation, meetings lab work.","[['fun', 'place', 'work', 'good', 'benefits', 'people', 'motivated', 'intelligent', 'often', 'help', 'needed', 'typical', 'job', 'work', 'involves', 'simulation', 'meetings', 'lab', 'work']]","[[('fun', 'NN'), ('place', 'NN'), ('work', 'NN'), ('good', 'JJ'), ('benefits', 'NNS'), ('people', 'NNS'), ('motivated', 'VBD'), ('intelligent', 'JJ'), ('often', 'RB'), ('help', 'VBP'), ('needed', 'VBN'), ('typical', 'JJ'), ('job', 'NN'), ('work', 'NN'), ('involves', 'VBZ'), ('simulation', 'JJ'), ('meetings', 'NNS'), ('lab', 'NN'), ('work', 'NN')]]","[('fun', 'NN'), ('place', 'NN'), ('work', 'NN'), ('good', 'JJ'), ('benefits', 'NNS'), ('people', 'NNS'), ('motivated', 'VBD'), ('intelligent', 'JJ'), ('often', 'RB'), ('help', 'VBP'), ('needed', 'VBN'), ('typical', 'JJ'), ('job', 'NN'), ('work', 'NN'), ('involves', 'VBZ'), ('simulation', 'JJ'), ('meetings', 'NNS'), ('lab', 'NN'), ('work', 'NN')]","[('fun', 'n'), ('place', 'n'), ('work', 'n'), ('good', 'a'), ('benefits', 'n'), ('people', 'n'), ('motivated', 'v'), ('intelligent', 'a'), ('often', 'r'), ('help', 'v'), ('needed', 'v'), ('typical', 'a'), ('job', 'n'), ('work', 'n'), ('involves', 'v'), ('simulation', 'a'), ('meetings', 'n'), ('lab', 'n'), ('work', 'n')]","['fun', 'place', 'work', 'good', 'benefit', 'people', 'motivate', 'intelligent', 'often', 'help', 'need', 'typical', 'job', 'work', 'involve', 'simulation', 'meeting', 'lab', 'work']"
416,5.0,"Excelente compañía para trabajar, exigentes pero entregan todas las herramientas para poder hacer tu trabajo, con la capacidad de poder levantar la mano para pedir ayuda o ofrecer la ayuda","excelente compañía para trabajar, exigentes pero entregan todas las herramientas para poder hacer tu trabajo, con la capacidad de poder levantar la mano para pedir ayuda ofrecer la ayuda","[['excelente', 'compañía', 'para', 'trabajar', 'exigentes', 'pero', 'entregan', 'todas', 'las', 'herramientas', 'para', 'poder', 'hacer', 'tu', 'trabajo', 'con', 'la', 'capacidad', 'de', 'poder', 'levantar', 'la', 'mano', 'para', 'pedir', 'ayuda', 'ofrecer', 'la', 'ayuda']]","[[('excelente', 'NN'), ('compañía', 'NN'), ('para', 'NN'), ('trabajar', 'NN'), ('exigentes', 'VBZ'), ('pero', 'VBP'), ('entregan', 'JJ'), ('todas', 'JJ'), ('las', 'NNS'), ('herramientas', 'VBP'), ('para', 'JJ'), ('poder', 'NN'), ('hacer', 'NN'), ('tu', 'NN'), ('trabajo', 'NN'), ('con', 'NN'), ('la', 'FW'), ('capacidad', 'FW'), ('de', 'FW'), ('poder', 'FW'), ('levantar', 'NN'), ('la', 'FW'), ('mano', 'FW'), ('para', 'FW'), ('pedir', 'FW'), ('ayuda', 'FW'), ('ofrecer', 'FW'), ('la', 'FW'), ('ayuda', 'FW')]]","[('excelente', 'NN'), ('compañía', 'NN'), ('para', 'NN'), ('trabajar', 'NN'), ('exigentes', 'VBZ'), ('pero', 'VBP'), ('entregan', 'JJ'), ('todas', 'JJ'), ('las', 'NNS'), ('herramientas', 'VBP'), ('para', 'JJ'), ('poder', 'NN'), ('hacer', 'NN'), ('tu', 'NN'), ('trabajo', 'NN'), ('con', 'NN'), ('la', 'FW'), ('capacidad', 'FW'), ('de', 'FW'), ('poder', 'FW'), ('levantar', 'NN'), ('la', 'FW'), ('mano', 'FW'), ('para', 'FW'), ('pedir', 'FW'), ('ayuda', 'FW'), ('ofrecer', 'FW'), ('la', 'FW'), ('ayuda', 'FW')]","[('excelente', 'n'), ('compañía', 'n'), ('para', 'n'), ('trabajar', 'n'), ('exigentes', 'v'), ('pero', 'v'), ('entregan', 'a'), ('todas', 'a'), ('las', 'n'), ('herramientas', 'v'), ('para', 'a'), ('poder', 'n'), ('hacer', 'n'), ('tu', 'n'), ('trabajo', 'n'), ('con', 'n'), ('la', 'n'), ('capacidad', 'n'), ('de', 'n'), ('poder', 'n'), ('levantar', 'n'), ('la', 'n'), ('mano', 'n'), ('para', 'n'), ('pedir', 'n'), ('ayuda', 'n'), ('ofrecer', 'n'), ('la', 'n'), ('ayuda', 'n')]","['excelente', 'compañía', 'para', 'trabajar', 'exigentes', 'pero', 'entregan', 'todas', 'la', 'herramientas', 'para', 'poder', 'hacer', 'tu', 'trabajo', 'con', 'la', 'capacidad', 'de', 'poder', 'levantar', 'la', 'mano', 'para', 'pedir', 'ayuda', 'ofrecer', 'la', 'ayuda']"
417,5.0,"a. Managed entire 120 project engagementsb. Opportunity learn New technologies c. Workplace was cool and flexible timing d. Heavy Tech Sacke. food, entertainment,  cultural programs","a. managed entire 120 project engagements b. opportunity learn new technologies c. workplace cool flexible timing d. heavy tech sack e. food, entertainment, cultural programs","[['a', 'managed', 'entire', '120', 'project', 'engagements', 'b', 'opportunity', 'learn', 'new', 'technologies', 'c', 'workplace', 'cool', 'flexible', 'timing', 'd', 'heavy', 'tech', 'sack', 'e', 'food', 'entertainment', 'cultural', 'programs']]","[[('a', 'DT'), ('managed', 'VBD'), ('entire', 'JJ'), ('120', 'CD'), ('project', 'NN'), ('engagements', 'NNS'), ('b', 'VBP'), ('opportunity', 'NN'), ('learn', 'VBP'), ('new', 'JJ'), ('technologies', 'NNS'), ('c', 'VBP'), ('workplace', 'NN'), ('cool', 'NN'), ('flexible', 'JJ'), ('timing', 'NN'), ('d', 'NN'), ('heavy', 'JJ'), ('tech', 'NN'), ('sack', 'NN'), ('e', 'NN'), ('food', 'NN'), ('entertainment', 'NN'), ('cultural', 'JJ'), ('programs', 'NNS')]]","[('a', 'DT'), ('managed', 'VBD'), ('entire', 'JJ'), ('120', 'CD'), ('project', 'NN'), ('engagements', 'NNS'), ('b', 'VBP'), ('opportunity', 'NN'), ('learn', 'VBP'), ('new', 'JJ'), ('technologies', 'NNS'), ('c', 'VBP'), ('workplace', 'NN'), ('cool', 'NN'), ('flexible', 'JJ'), ('timing', 'NN'), ('d', 'NN'), ('heavy', 'JJ'), ('tech', 'NN'), ('sack', 'NN'), ('e', 'NN'), ('food', 'NN'), ('entertainment', 'NN'), ('cultural', 'JJ'), ('programs', 'NNS')]","[('a', 'n'), ('managed', 'v'), ('entire', 'a'), ('120', 'n'), ('project', 'n'), ('engagements', 'n'), ('b', 'v'), ('opportunity', 'n'), ('learn', 'v'), ('new', 'a'), ('technologies', 'n'), ('c', 'v'), ('workplace', 'n'), ('cool', 'n'), ('flexible', 'a'), ('timing', 'n'), ('d', 'n'), ('heavy', 'a'), ('tech', 'n'), ('sack', 'n'), ('e', 'n'), ('food', 'n'), ('entertainment', 'n'), ('cultural', 'a'), ('programs', 'n')]","['a', 'manage', 'entire', '120', 'project', 'engagement', 'b', 'opportunity', 'learn', 'new', 'technology', 'c', 'workplace', 'cool', 'flexible', 'timing', 'd', 'heavy', 'tech', 'sack', 'e', 'food', 'entertainment', 'cultural', 'program']"
